cgpa,internships,projects,workshops,aptitude_score,soft_skills,extracurricular,placement_training,ssc_marks,hsc_marks,status
8.2,1,1,0,76,4.2,No,Yes,55,62,Not Placed
6.5,0,1,0,67,4.3,Yes,No,81,63,Placed
6.5,1,1,0,73,4.1,No,Yes,55,66,Not Placed
8.3,2,3,2,90,4.8,Yes,Yes,74,83,Placed
8.2,0,3,2,78,4.5,No,Yes,88,84,Placed
8.1,1,2,2,76,4.5,Yes,Yes,79,81,Placed
6.5,1,1,1,60,3.8,No,No,56,62,Not Placed
8.2,0,3,1,83,4.7,Yes,No,81,87,Not Placed
7.7,1,3,1,75,4.6,Yes,Yes,74,63,Not Placed
7.7,0,3,2,89,4.4,Yes,Yes,82,85,Placed
6.5,1,1,0,80,4.3,Yes,Yes,75,68,Not Placed
8.3,2,3,2,87,4.8,Yes,Yes,74,80,Not Placed
8.0,1,3,0,77,4.1,No,No,82,84,Placed
8.6,0,2,1,90,4.6,Yes,Yes,56,87,Placed
7.6,0,2,0,83,4.2,No,Yes,55,70,Not Placed
7.0,1,1,1,71,4.3,No,Yes,74,64,Not Placed
7.9,2,3,2,90,4.8,Yes,Yes,78,86,Placed
7.7,1,3,2,84,4.6,Yes,Yes,80,83,Placed
7.4,1,3,0,76,4.4,Yes,Yes,58,71,Not Placed
6.5,1,1,1,78,4.1,No,Yes,55,62,Not Placed
7.4,1,2,0,73,4.3,No,Yes,65,68,Not Placed
7.8,2,3,2,84,4.1,Yes,Yes,76,80,Placed
7.7,1,1,0,80,4.8,Yes,Yes,55,61,Not Placed
7.9,0,1,0,60,3.4,No,No,64,59,Not Placed
7.4,1,1,0,79,4.8,No,Yes,72,66,Not Placed
8.2,2,2,1,76,4.6,Yes,Yes,66,65,Not Placed
7.4,0,1,0,78,4.6,No,No,56,69,Not Placed
6.7,1,1,1,66,3.6,No,No,55,67,Not Placed
6.5,1,2,0,84,4.2,Yes,No,74,78,Not Placed
7.8,0,1,1,73,4.8,Yes,Yes,77,88,Placed
7.2,1,2,1,68,4.4,No,No,55,64,Not Placed
8.1,0,2,0,88,4.0,No,Yes,67,84,Placed
8.2,1,2,0,83,4.6,Yes,Yes,66,86,Placed
8.2,0,3,3,90,4.7,Yes,Yes,65,87,Placed
8.4,2,1,2,81,4.7,Yes,Yes,77,82,Not Placed
7.8,0,3,2,77,4.2,Yes,Yes,83,76,Not Placed
7.3,1,2,1,75,4.6,No,Yes,55,75,Not Placed
7.5,1,1,0,67,4.6,No,No,86,62,Not Placed
8.0,2,1,0,74,4.1,No,Yes,80,67,Placed
7.5,2,3,2,90,4.7,Yes,Yes,80,83,Placed
8.4,2,3,1,85,4.7,Yes,Yes,63,78,Placed
6.6,1,1,0,73,3.4,No,No,56,69,Not Placed
7.6,1,1,0,66,3.7,Yes,Yes,65,60,Not Placed
7.1,1,2,0,80,4.3,Yes,Yes,69,65,Not Placed
7.6,1,2,2,69,3.3,No,Yes,64,63,Not Placed
7.5,1,1,2,75,3.5,Yes,Yes,55,64,Not Placed
6.5,1,1,0,74,3.9,No,No,70,67,Not Placed
6.7,1,1,1,73,4.0,No,Yes,62,65,Not Placed
8.3,1,3,1,86,4.8,No,Yes,80,67,Not Placed
8.6,2,1,2,73,4.6,Yes,No,55,82,Not Placed
6.6,1,3,0,70,4.1,Yes,No,78,63,Placed
8.3,1,3,0,82,4.8,Yes,Yes,71,88,Not Placed
7.6,1,2,1,76,3.9,No,No,55,69,Not Placed
8.3,2,3,2,79,4.4,Yes,Yes,74,80,Placed
8.5,1,2,1,70,4.5,Yes,Yes,74,64,Placed
7.7,1,2,0,82,4.3,No,Yes,77,67,Not Placed
7.4,1,1,0,89,4.4,No,Yes,58,73,Not Placed
8.8,1,3,2,88,4.8,Yes,Yes,79,86,Placed
7.0,1,2,0,75,4.6,Yes,Yes,78,67,Not Placed
7.7,0,3,2,86,4.7,No,Yes,79,67,Not Placed
7.5,0,2,0,71,3.4,No,No,55,62,Not Placed
7.5,1,1,1,79,3.6,No,Yes,63,65,Not Placed
7.8,1,1,0,82,4.2,No,Yes,75,71,Not Placed
6.8,1,1,2,74,4.2,Yes,No,77,84,Not Placed
7.3,0,1,0,80,3.5,No,Yes,55,61,Not Placed
7.2,0,2,1,60,3.6,No,No,74,71,Not Placed
6.7,2,0,0,69,3.9,No,Yes,76,71,Not Placed
7.3,0,3,2,77,4.6,Yes,Yes,72,88,Placed
6.6,2,3,1,72,4.6,Yes,No,56,57,Not Placed
6.9,2,1,0,67,4.0,Yes,No,59,61,Not Placed
8.2,1,1,0,79,4.2,No,No,72,69,Not Placed
6.7,1,2,1,80,4.1,No,No,63,59,Not Placed
7.9,1,2,1,63,4.2,No,Yes,56,69,Not Placed
8.3,2,3,2,89,4.7,Yes,Yes,80,88,Placed
6.8,0,2,0,88,4.5,No,Yes,67,63,Not Placed
7.6,1,2,0,88,4.8,No,Yes,57,68,Not Placed
7.9,2,3,2,90,4.8,Yes,Yes,80,84,Not Placed
6.5,0,3,0,81,4.8,Yes,Yes,90,68,Not Placed
7.3,1,1,1,69,4.2,No,No,55,65,Not Placed
7.7,2,3,0,78,4.1,Yes,Yes,70,81,Not Placed
7.9,1,2,2,75,4.6,Yes,Yes,71,85,Not Placed
7.9,2,3,1,82,4.2,Yes,Yes,83,69,Not Placed
7.5,1,1,0,71,3.7,No,Yes,55,61,Not Placed
7.5,1,3,0,86,4.2,Yes,Yes,81,71,Not Placed
8.2,1,1,2,83,4.4,Yes,Yes,64,80,Placed
8.0,0,3,3,90,4.3,Yes,Yes,75,87,Placed
7.5,1,3,1,89,4.2,No,Yes,72,71,Not Placed
7.8,1,1,0,69,4.7,No,No,57,64,Not Placed
8.1,0,2,0,80,4.5,No,Yes,69,83,Not Placed
8.2,1,1,0,70,4.2,No,No,55,62,Not Placed
8.1,1,3,0,88,4.3,No,No,72,85,Not Placed
8.1,1,3,2,90,4.5,Yes,Yes,77,81,Placed
6.7,1,2,1,68,4.6,No,Yes,72,68,Not Placed
7.7,2,1,0,75,4.4,Yes,No,81,82,Not Placed
7.6,0,1,1,73,4.4,No,Yes,70,67,Not Placed
8.6,2,3,2,87,4.8,Yes,Yes,77,82,Placed
7.5,1,2,0,77,4.3,No,No,55,74,Not Placed
8.4,2,2,2,73,4.8,Yes,No,78,82,Placed
8.1,2,3,2,84,4.6,Yes,Yes,78,84,Placed
6.5,1,2,0,78,4.6,No,Yes,62,57,Not Placed
8.9,2,3,2,90,4.8,Yes,Yes,79,87,Placed
7.5,2,2,0,73,4.4,Yes,Yes,86,74,Placed
8.7,2,3,2,90,4.8,Yes,Yes,75,88,Placed
7.4,2,3,2,84,4.8,Yes,Yes,82,80,Not Placed
7.8,1,1,1,66,3.4,No,No,55,69,Placed
8.3,1,3,1,84,4.6,Yes,Yes,75,82,Not Placed
8.3,1,2,2,85,4.6,Yes,Yes,72,88,Placed
7.6,2,3,2,90,4.5,Yes,Yes,75,82,Placed
6.5,1,1,1,74,4.0,No,No,56,73,Not Placed
7.4,1,3,1,75,4.5,Yes,Yes,83,67,Placed
7.9,1,3,0,90,4.6,Yes,Yes,81,79,Placed
8.4,1,1,0,73,4.2,No,Yes,55,69,Not Placed
7.7,2,2,1,74,4.1,No,Yes,55,63,Not Placed
8.2,1,3,1,88,4.8,Yes,Yes,71,82,Not Placed
7.6,0,2,0,81,4.0,No,No,60,60,Not Placed
6.8,1,1,0,67,4.1,No,No,57,61,Not Placed
8.2,0,3,0,76,4.7,Yes,Yes,77,66,Not Placed
8.3,2,3,2,88,4.7,Yes,Yes,70,85,Placed
7.1,0,2,0,67,3.2,No,No,57,57,Not Placed
6.5,1,2,1,60,3.5,No,No,60,65,Not Placed
8.6,1,3,2,90,4.8,Yes,Yes,90,88,Placed
7.6,2,2,0,72,4.3,No,Yes,77,67,Placed
7.9,2,1,1,78,4.1,Yes,Yes,58,76,Not Placed
7.7,1,3,0,82,4.2,Yes,Yes,90,88,Placed
7.4,1,3,2,88,4.8,Yes,Yes,82,85,Placed
6.5,1,3,1,68,4.0,Yes,Yes,86,71,Not Placed
8.2,1,2,1,90,4.7,Yes,Yes,76,80,Placed
7.6,1,2,2,70,4.8,No,Yes,73,84,Placed
7.3,0,2,1,78,4.8,No,Yes,83,72,Not Placed
8.1,2,3,2,90,4.4,Yes,Yes,70,88,Not Placed
7.5,1,1,1,71,4.3,No,No,57,68,Not Placed
7.4,1,3,0,81,4.7,Yes,Yes,76,84,Placed
7.8,0,3,2,90,4.7,Yes,Yes,81,82,Placed
8.2,2,3,2,90,4.8,Yes,Yes,88,82,Placed
8.4,0,3,2,79,4.5,Yes,Yes,75,64,Not Placed
8.2,2,3,2,90,4.7,Yes,Yes,85,80,Placed
7.6,2,1,2,87,4.8,Yes,No,88,62,Not Placed
8.6,1,1,1,88,4.0,No,Yes,80,66,Placed
6.5,2,3,1,84,4.7,Yes,Yes,85,83,Placed
6.7,0,3,2,90,4.8,No,No,55,63,Not Placed
7.5,1,1,0,70,4.5,No,No,55,67,Not Placed
7.5,1,2,0,60,4.0,No,Yes,56,71,Not Placed
7.5,1,1,1,60,4.1,No,No,55,64,Not Placed
8.7,2,3,2,90,4.8,Yes,Yes,77,86,Placed
7.4,1,2,1,71,4.8,No,Yes,63,69,Not Placed
7.8,0,1,1,77,4.1,Yes,Yes,55,70,Not Placed
8.1,2,3,2,90,4.4,Yes,Yes,81,87,Placed
7.3,1,1,0,81,4.4,No,No,55,65,Not Placed
7.8,2,3,0,90,4.8,Yes,Yes,78,83,Placed
8.0,0,0,2,76,4.8,Yes,No,62,64,Placed
7.5,1,3,1,90,4.8,Yes,Yes,74,85,Placed
7.8,1,2,0,81,3.9,No,No,63,71,Not Placed
6.5,0,3,0,68,4.2,Yes,No,64,62,Placed
7.9,0,1,0,66,4.1,No,No,72,84,Not Placed
7.7,0,3,1,80,4.3,No,No,55,71,Not Placed
8.0,1,3,0,87,4.3,Yes,Yes,79,67,Not Placed
7.8,1,1,0,85,4.5,Yes,Yes,70,65,Not Placed
8.5,2,3,2,90,4.8,Yes,Yes,80,84,Placed
8.4,1,3,2,90,4.6,Yes,Yes,82,88,Placed
7.4,2,1,1,81,4.0,Yes,No,76,66,Placed
7.0,1,3,0,82,4.6,No,Yes,71,72,Not Placed
7.6,1,2,1,85,4.6,No,No,90,79,Not Placed
6.8,1,1,1,75,3.8,No,Yes,60,67,Not Placed
7.5,0,2,1,63,3.5,No,Yes,75,66,Not Placed
8.5,2,3,0,89,4.8,Yes,Yes,79,80,Placed
6.9,1,2,1,70,4.4,Yes,Yes,55,66,Not Placed
8.2,0,1,0,73,4.8,Yes,Yes,55,66,Placed
6.5,0,3,2,85,4.7,Yes,No,65,81,Placed
7.7,1,2,2,76,4.1,Yes,Yes,66,78,Not Placed
7.7,1,1,1,78,4.2,Yes,Yes,66,67,Not Placed
6.8,1,1,0,74,3.8,No,Yes,62,67,Not Placed
8.3,1,3,0,78,4.7,Yes,Yes,76,82,Not Placed
7.6,2,1,1,89,3.9,No,Yes,55,67,Not Placed
7.4,0,3,0,78,4.4,Yes,Yes,70,81,Placed
8.1,2,3,2,90,4.8,Yes,Yes,76,84,Placed
7.7,0,1,1,67,4.2,Yes,No,64,64,Not Placed
6.5,2,3,2,84,4.0,Yes,No,74,83,Not Placed
8.0,2,3,2,90,4.8,Yes,Yes,75,88,Placed
6.9,1,1,1,74,4.3,No,Yes,57,57,Not Placed
8.5,2,2,0,79,4.8,Yes,No,55,64,Not Placed
6.5,1,1,0,84,4.5,Yes,Yes,55,84,Not Placed
7.7,1,1,0,73,3.9,No,Yes,59,67,Placed
7.4,1,2,1,90,4.8,Yes,Yes,73,67,Placed
6.7,1,1,1,68,4.3,No,No,55,60,Not Placed
8.3,1,2,2,88,4.4,Yes,Yes,78,86,Placed
7.6,0,1,1,70,4.0,No,No,69,69,Not Placed
8.4,1,1,0,72,3.9,Yes,No,60,82,Not Placed
7.1,1,2,1,73,4.3,No,Yes,59,69,Not Placed
7.4,1,1,2,80,4.3,Yes,Yes,55,66,Not Placed
7.5,1,2,1,90,4.3,Yes,Yes,59,84,Placed
8.3,2,3,0,90,4.8,Yes,Yes,78,83,Placed
8.3,2,3,2,85,4.7,Yes,Yes,76,87,Placed
7.6,1,2,1,74,4.6,No,Yes,74,85,Placed
7.5,1,2,0,80,3.6,No,No,57,69,Not Placed
8.6,2,2,2,88,4.8,Yes,No,83,77,Placed
6.6,1,2,1,81,3.4,Yes,Yes,81,85,Placed
8.6,2,3,2,87,4.4,Yes,Yes,69,86,Placed
7.4,1,1,1,69,3.8,No,Yes,55,64,Placed
7.7,1,2,0,81,4.4,Yes,Yes,55,82,Placed
7.5,1,1,0,79,4.5,No,No,56,74,Not Placed
7.4,1,2,0,68,4.3,No,Yes,56,67,Not Placed
8.5,1,1,2,83,4.3,Yes,Yes,89,86,Placed
6.5,1,1,1,81,4.6,No,No,56,73,Not Placed
7.9,1,1,1,66,4.5,No,No,74,69,Not Placed
6.6,0,1,1,72,3.4,No,No,83,65,Not Placed
8.3,2,3,2,90,4.8,Yes,No,69,80,Placed
8.5,2,3,2,88,4.6,Yes,Yes,85,84,Placed
7.4,1,2,1,79,4.7,Yes,Yes,59,67,Not Placed
7.9,2,3,2,90,4.6,Yes,Yes,82,87,Placed
8.3,1,3,0,84,4.6,Yes,Yes,72,83,Not Placed
7.6,1,2,0,79,4.3,Yes,Yes,79,69,Placed
7.6,0,1,2,74,4.6,Yes,Yes,76,67,Placed
8.1,1,3,0,90,4.8,Yes,Yes,83,83,Not Placed
6.5,1,1,1,71,4.2,No,No,58,71,Not Placed
6.8,0,3,2,89,4.8,Yes,Yes,78,69,Placed
7.3,1,1,0,84,4.3,No,No,61,74,Not Placed
8.2,2,3,1,90,4.8,Yes,Yes,82,77,Placed
7.6,0,3,2,85,3.8,Yes,No,79,83,Not Placed
7.4,1,3,0,88,4.2,Yes,Yes,55,74,Not Placed
6.5,0,1,0,77,4.1,No,No,55,67,Not Placed
8.2,1,2,3,85,4.5,Yes,Yes,69,82,Not Placed
8.4,0,3,2,87,4.0,Yes,No,79,80,Placed
7.4,1,1,1,73,3.7,No,No,55,63,Not Placed
7.3,1,1,0,90,4.6,Yes,No,76,62,Not Placed
8.4,1,2,1,85,4.8,Yes,Yes,55,66,Placed
7.8,0,3,2,90,4.8,Yes,Yes,64,88,Not Placed
8.5,0,3,1,83,4.0,Yes,Yes,59,82,Not Placed
8.1,2,3,2,90,4.8,Yes,Yes,79,83,Placed
8.7,2,3,2,87,4.8,Yes,Yes,55,84,Placed
6.9,0,1,0,79,3.6,No,No,61,67,Not Placed
8.3,2,3,2,90,4.8,Yes,Yes,71,84,Placed
7.6,1,1,0,76,4.0,No,Yes,75,70,Placed
7.3,1,1,1,88,4.1,No,No,55,68,Not Placed
7.3,1,1,0,71,4.6,Yes,Yes,75,67,Not Placed
8.8,1,3,2,83,4.8,Yes,Yes,72,84,Placed
6.7,1,1,0,82,3.9,No,Yes,66,66,Placed
8.3,2,3,2,90,4.6,Yes,Yes,80,83,Placed
8.2,1,3,2,85,4.8,Yes,Yes,55,82,Not Placed
7.6,1,3,1,68,4.6,Yes,Yes,72,83,Placed
7.3,1,1,0,72,3.9,Yes,No,70,59,Not Placed
8.0,2,3,2,83,4.8,Yes,Yes,75,84,Placed
7.6,1,3,0,69,4.3,No,Yes,73,72,Placed
8.2,2,1,2,71,4.2,Yes,Yes,85,85,Not Placed
8.1,2,2,0,71,4.4,Yes,Yes,78,83,Placed
7.1,0,2,2,76,4.2,No,No,63,64,Not Placed
8.6,1,2,0,82,3.7,Yes,Yes,77,65,Placed
7.0,1,2,0,67,4.3,No,Yes,69,69,Not Placed
8.7,0,1,2,82,4.5,Yes,Yes,73,86,Placed
8.1,1,2,1,84,4.3,Yes,Yes,77,83,Not Placed
7.5,1,2,0,87,4.6,Yes,Yes,83,81,Placed
8.3,1,2,1,73,3.9,No,Yes,61,79,Not Placed
6.5,2,3,2,74,4.2,No,No,90,67,Not Placed
8.5,2,2,2,84,4.5,Yes,Yes,81,84,Placed
7.5,0,2,1,62,4.5,No,No,55,65,Not Placed
8.2,1,3,2,83,4.7,Yes,Yes,75,68,Placed
8.3,1,3,0,90,4.7,Yes,Yes,86,78,Placed
7.2,1,2,0,81,4.3,Yes,Yes,83,63,Not Placed
7.1,2,3,2,90,4.4,Yes,Yes,77,87,Placed
7.6,1,2,0,70,3.4,No,Yes,55,74,Not Placed
7.7,1,2,1,74,4.1,No,Yes,67,64,Not Placed
8.7,2,3,3,81,4.2,Yes,Yes,87,84,Placed
6.7,0,1,1,69,4.4,No,No,76,68,Not Placed
7.9,1,3,0,79,3.7,No,Yes,67,83,Not Placed
8.4,2,1,1,87,4.8,No,Yes,75,78,Not Placed
6.9,0,1,0,67,3.9,Yes,No,67,65,Not Placed
7.7,1,2,0,78,3.6,No,Yes,64,81,Not Placed
8.4,2,3,2,90,4.7,Yes,Yes,76,84,Placed
7.8,0,1,0,78,4.0,Yes,No,64,69,Not Placed
8.1,2,3,0,81,4.8,Yes,Yes,72,88,Not Placed
8.5,1,1,2,82,3.4,Yes,No,76,85,Not Placed
7.7,2,3,2,78,4.8,Yes,No,82,69,Not Placed
8.4,1,3,1,79,4.1,No,Yes,83,87,Placed
8.4,2,3,2,84,4.5,Yes,Yes,78,78,Placed
6.5,1,2,1,70,3.8,No,No,61,70,Not Placed
7.5,1,1,0,81,4.6,Yes,Yes,60,67,Not Placed
7.4,1,1,1,75,4.2,No,Yes,65,65,Not Placed
8.7,1,3,2,90,4.8,Yes,Yes,70,88,Placed
6.7,1,1,1,66,3.4,No,Yes,59,68,Not Placed
8.5,2,3,2,88,4.3,No,Yes,67,88,Not Placed
6.9,1,1,1,74,4.4,No,No,86,63,Not Placed
8.1,2,3,2,87,4.4,Yes,Yes,86,83,Placed
8.3,2,2,0,90,4.6,Yes,Yes,81,81,Placed
8.1,1,3,2,90,4.6,Yes,Yes,79,88,Placed
7.6,1,2,0,86,4.0,Yes,Yes,62,70,Not Placed
7.9,1,2,2,90,4.3,Yes,Yes,74,88,Placed
6.5,1,3,2,75,4.7,Yes,No,78,62,Not Placed
7.8,0,3,0,76,3.7,Yes,Yes,85,79,Placed
6.8,1,2,0,67,4.8,No,No,55,73,Not Placed
8.3,0,1,2,84,4.7,Yes,Yes,65,64,Placed
8.7,1,3,2,90,4.7,Yes,Yes,74,86,Placed
7.4,0,2,0,71,4.0,No,Yes,55,73,Placed
7.9,0,2,0,69,4.2,No,No,61,66,Not Placed
8.1,2,3,2,90,4.8,Yes,Yes,80,83,Placed
7.9,2,3,2,90,4.8,Yes,Yes,82,84,Placed
6.5,1,1,1,82,3.4,No,No,55,72,Not Placed
6.7,1,1,1,65,4.0,No,Yes,64,61,Not Placed
8.2,0,1,0,71,4.8,No,No,62,68,Not Placed
8.1,2,3,2,87,4.6,Yes,Yes,85,80,Placed
7.0,1,1,1,70,4.8,No,No,61,63,Not Placed
7.0,1,1,1,65,3.0,No,No,55,62,Not Placed
7.7,1,2,0,78,3.6,Yes,Yes,55,71,Placed
6.5,2,1,0,79,3.6,No,No,63,65,Not Placed
8.0,1,2,0,81,4.2,Yes,Yes,66,72,Not Placed
7.9,2,3,2,80,4.3,Yes,Yes,78,65,Placed
8.3,1,3,2,86,4.8,Yes,Yes,66,88,Placed
6.7,1,1,0,78,3.1,No,Yes,74,58,Not Placed
8.4,1,1,2,81,3.9,Yes,Yes,64,84,Placed
8.2,2,2,1,74,4.5,No,Yes,65,84,Not Placed
7.9,1,1,1,65,4.3,No,No,57,80,Not Placed
8.3,1,1,2,81,4.6,Yes,No,59,85,Not Placed
8.6,2,2,2,84,4.0,Yes,Yes,72,84,Not Placed
7.5,1,1,0,72,4.1,No,Yes,55,63,Not Placed
8.1,1,2,3,86,4.5,Yes,Yes,88,70,Placed
8.2,2,3,1,79,4.8,Yes,Yes,79,86,Placed
8.4,2,1,2,77,4.5,Yes,Yes,71,72,Not Placed
6.9,1,2,1,73,4.5,No,No,60,65,Not Placed
6.8,1,1,0,67,4.3,Yes,No,84,61,Not Placed
7.8,1,2,3,87,4.4,Yes,Yes,75,84,Not Placed
8.1,1,3,1,89,4.7,Yes,Yes,78,85,Placed
7.7,0,1,1,76,3.9,No,No,58,66,Not Placed
7.6,0,1,0,66,3.5,No,No,55,67,Not Placed
8.6,1,2,0,74,4.4,No,No,55,66,Placed
7.5,1,1,0,79,3.7,No,No,55,58,Not Placed
8.3,0,1,1,72,3.5,No,No,60,71,Not Placed
7.7,1,1,0,70,3.9,No,Yes,55,67,Not Placed
7.6,1,1,0,70,3.5,No,No,63,62,Not Placed
7.5,1,3,0,80,4.0,Yes,Yes,60,62,Not Placed
8.1,2,3,2,90,4.8,Yes,Yes,86,85,Placed
7.8,1,3,2,81,4.2,Yes,Yes,70,65,Placed
8.4,1,3,1,79,4.4,Yes,Yes,78,82,Placed
8.0,2,3,2,90,4.8,Yes,Yes,87,88,Placed
8.1,2,3,2,90,4.8,Yes,Yes,70,81,Placed
7.6,2,3,2,84,4.6,Yes,Yes,72,85,Placed
6.8,0,3,1,82,4.2,Yes,Yes,74,72,Not Placed
7.3,1,2,2,73,4.7,Yes,Yes,75,72,Not Placed
6.6,0,1,1,63,3.8,No,No,61,68,Not Placed
6.6,1,1,0,72,3.9,No,Yes,60,69,Not Placed
8.4,1,2,0,71,4.5,Yes,Yes,68,81,Placed
8.1,0,3,2,90,4.2,Yes,Yes,69,88,Placed
8.1,2,3,2,90,4.8,Yes,Yes,84,86,Placed
7.5,2,2,0,79,4.5,Yes,Yes,82,82,Placed
7.7,1,3,0,79,4.8,No,Yes,75,69,Not Placed
8.4,0,1,0,90,4.6,Yes,Yes,84,78,Placed
7.5,0,2,0,82,4.8,Yes,Yes,68,64,Placed
7.8,0,1,1,69,4.2,No,No,57,71,Not Placed
8.4,2,3,1,89,4.6,Yes,Yes,74,70,Not Placed
6.6,1,1,1,69,4.6,No,No,55,79,Not Placed
8.3,2,3,1,86,4.7,No,No,81,84,Not Placed
7.4,1,1,1,67,4.5,No,No,55,67,Not Placed
8.2,1,3,2,87,4.7,Yes,Yes,73,86,Placed
6.5,1,1,1,78,4.0,No,No,65,65,Not Placed
7.6,1,2,1,82,4.7,No,Yes,64,65,Not Placed
8.3,1,3,3,86,4.8,Yes,Yes,81,86,Placed
6.5,0,1,0,72,3.6,No,No,60,59,Not Placed
6.5,1,1,0,76,3.9,No,Yes,57,76,Not Placed
6.5,1,2,0,77,4.6,No,Yes,64,70,Not Placed
8.4,1,3,2,68,3.6,Yes,Yes,72,61,Placed
8.6,1,3,0,81,4.8,Yes,Yes,79,71,Placed
8.3,1,3,2,82,4.6,Yes,No,80,81,Not Placed
8.4,1,2,2,75,4.1,Yes,Yes,55,73,Not Placed
7.6,0,1,0,65,4.1,No,No,55,68,Not Placed
8.3,2,3,2,90,4.8,Yes,Yes,77,85,Placed
7.7,0,1,2,76,4.6,No,Yes,84,63,Not Placed
6.5,0,1,1,71,4.4,Yes,Yes,55,75,Not Placed
7.6,1,1,0,70,4.0,No,Yes,55,57,Not Placed
7.7,1,1,0,79,3.9,No,Yes,55,72,Not Placed
8.2,1,3,2,71,4.8,Yes,Yes,73,70,Not Placed
7.6,1,2,1,89,4.5,No,No,60,64,Not Placed
7.3,1,3,2,83,4.7,Yes,Yes,70,84,Placed
8.3,2,2,1,81,4.3,Yes,Yes,73,72,Not Placed
8.4,1,3,2,90,4.7,Yes,Yes,79,88,Placed
7.5,1,1,1,80,3.8,No,No,58,67,Not Placed
7.7,1,2,0,78,4.4,Yes,Yes,80,83,Not Placed
7.6,1,1,0,79,3.9,No,No,57,62,Not Placed
7.1,1,2,0,70,4.0,No,No,57,72,Not Placed
7.9,1,1,1,86,4.3,No,Yes,55,70,Not Placed
6.6,0,1,1,72,4.1,No,Yes,64,70,Not Placed
8.2,2,2,1,90,4.8,No,Yes,72,62,Placed
7.4,1,2,2,85,3.5,Yes,Yes,57,68,Placed
8.4,1,3,2,78,4.8,Yes,No,85,81,Not Placed
6.8,0,3,2,76,3.9,Yes,Yes,85,73,Not Placed
7.7,1,2,2,90,4.8,No,No,62,86,Not Placed
7.9,1,2,1,82,4.5,Yes,Yes,67,63,Not Placed
8.1,1,3,1,88,4.4,No,Yes,77,87,Placed
8.4,2,3,2,90,4.5,Yes,Yes,85,86,Placed
7.3,0,2,1,74,3.7,No,No,58,68,Not Placed
8.2,2,3,2,87,4.8,Yes,Yes,75,72,Placed
7.6,1,1,1,68,4.2,No,No,56,67,Not Placed
6.7,1,3,1,88,4.3,Yes,No,87,67,Not Placed
7.1,0,2,0,80,3.8,No,Yes,57,70,Not Placed
8.3,1,3,3,90,4.8,Yes,Yes,80,81,Placed
7.4,0,1,1,69,3.5,No,No,69,63,Not Placed
8.6,0,3,2,88,4.8,Yes,Yes,85,83,Placed
6.7,1,2,1,60,4.1,No,No,55,70,Not Placed
8.0,1,2,0,87,4.4,Yes,Yes,87,82,Placed
6.5,1,1,1,67,4.3,No,No,55,67,Not Placed
7.1,0,1,1,71,4.0,No,Yes,56,64,Not Placed
6.7,0,1,0,83,4.4,No,No,62,68,Not Placed
6.5,0,1,1,63,3.7,No,No,58,66,Not Placed
7.7,1,1,2,85,4.7,Yes,Yes,80,82,Not Placed
6.5,1,2,0,69,3.4,No,No,56,71,Not Placed
6.5,1,2,0,67,4.4,No,No,72,68,Not Placed
7.7,0,1,1,65,4.0,No,No,57,66,Not Placed
8.0,2,3,2,90,4.7,Yes,Yes,70,87,Placed
6.5,1,1,0,70,4.8,Yes,Yes,79,62,Placed
7.1,1,1,1,72,4.3,No,Yes,55,65,Not Placed
7.4,0,2,0,88,3.6,No,No,75,68,Not Placed
8.0,1,1,2,85,4.5,Yes,Yes,63,69,Placed
6.5,1,1,1,75,3.9,No,No,58,66,Not Placed
7.5,2,1,2,79,3.9,Yes,Yes,68,82,Not Placed
8.9,1,2,0,77,4.5,Yes,Yes,71,86,Not Placed
8.3,2,1,0,86,4.8,Yes,No,74,86,Not Placed
8.4,1,3,2,90,4.8,Yes,Yes,70,84,Not Placed
6.6,0,2,1,70,3.2,No,Yes,62,58,Not Placed
6.6,1,1,1,75,3.6,No,No,61,72,Placed
8.1,2,3,1,75,3.7,Yes,Yes,86,66,Placed
6.5,2,3,2,81,3.5,Yes,No,82,68,Placed
7.6,0,1,1,85,4.1,No,Yes,56,68,Placed
6.5,1,2,0,79,4.6,Yes,No,71,75,Placed
6.5,0,3,2,90,4.8,Yes,Yes,82,86,Placed
8.6,2,3,2,90,4.8,Yes,Yes,79,82,Placed
6.5,1,2,0,84,4.3,No,Yes,80,69,Not Placed
8.0,1,1,0,84,3.9,Yes,No,55,66,Not Placed
7.6,0,1,1,84,4.3,No,No,55,68,Not Placed
7.4,0,1,1,65,4.7,No,No,55,58,Not Placed
8.4,2,3,0,75,4.8,No,No,64,81,Placed
8.4,1,3,0,77,4.7,Yes,Yes,79,84,Placed
7.5,1,2,1,69,3.8,No,Yes,57,69,Not Placed
6.5,1,1,0,75,4.7,No,Yes,56,69,Placed
8.2,2,3,1,70,3.8,No,No,73,65,Not Placed
7.4,1,2,1,67,4.2,No,Yes,58,64,Not Placed
8.4,1,3,2,88,4.8,Yes,Yes,80,85,Placed
7.2,1,1,1,69,4.3,No,No,58,62,Not Placed
7.5,1,1,0,74,4.2,No,No,62,68,Not Placed
6.5,1,2,0,71,4.3,No,Yes,55,70,Not Placed
8.6,2,3,2,90,4.8,Yes,Yes,84,85,Placed
6.5,1,1,2,71,4.1,Yes,Yes,64,85,Not Placed
7.7,1,1,1,71,4.3,Yes,No,57,71,Not Placed
8.7,1,3,2,90,4.8,Yes,Yes,76,85,Placed
